lvl_type	name	taxonomy
s	Parachlamydia acanthamoebae	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Parachlamydia;s__Parachlamydia acanthamoebae
s1	Parachlamydia acanthamoebae UV-7	na;na;na;na;na;na;na
f	Waddliaceae	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Waddliaceae
g	Waddlia	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Waddliaceae;g__Waddlia
s	Waddlia chondrophila	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Waddliaceae;g__Waddlia;s__Waddlia chondrophila
s1	Waddlia chondrophila WSU 86-1044	na;na;na;na;na;na;na
f	Rhabdochlamydiaceae	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Rhabdochlamydiaceae
g	Candidatus Rhabdochlamydia	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Rhabdochlamydiaceae;g__Candidatus Rhabdochlamydia
s	Candidatus Rhabdochlamydia oedothoracis	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Rhabdochlamydiaceae;g__Candidatus Rhabdochlamydia;s__Candidatus Rhabdochlamydia oedothoracis
o	Chlamydiales	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales
f	Chlamydiaceae	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae
f1	Chlamydia/Chlamydophila group	na;na;na;na;na;na;na
g	Chlamydia	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia
s	Chlamydia avium	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia avium
s1	Chlamydia avium 10DC88	na;na;na;na;na;na;na
s	Chlamydia suis	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia suis
p	Kiritimatiellaeota	d__Bacteria;p__Kiritimatiellaeota
c	Tichowtungiia	d__Bacteria;p__Kiritimatiellaeota;c__Tichowtungiia
o	Tichowtungiales	d__Bacteria;p__Kiritimatiellaeota;c__Tichowtungiia;o__Tichowtungiales
f	Tichowtungiaceae	d__Bacteria;p__Kiritimatiellaeota;c__Tichowtungiia;o__Tichowtungiales;f__Tichowtungiaceae
g	Tichowtungia	d__Bacteria;p__Kiritimatiellaeota;c__Tichowtungiia;o__Tichowtungiales;f__Tichowtungiaceae;g__Tichowtungia
s	Tichowtungia aerotolerans	d__Bacteria;p__Kiritimatiellaeota;c__Tichowtungiia;o__Tichowtungiales;f__Tichowtungiaceae;g__Tichowtungia;s__Tichowtungia aerotolerans
c	Kiritimatiellae	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae
o	Kiritimatiellales	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__Kiritimatiellales
f	Kiritimatiellaceae	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae
g	Kiritimatiella	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae;g__Kiritimatiella
s	Kiritimatiella glycovorans	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae;g__Kiritimatiella;s__Kiritimatiella glycovorans
p	Candidatus Omnitrophica	d__Bacteria;p__Candidatus Omnitrophica
g	Candidatus Velamenicoccus	d__Bacteria;p__Candidatus Omnitrophica;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae;g__Candidatus Velamenicoccus
s	Candidatus Velamenicoccus archaeovorus	d__Bacteria;p__Candidatus Omnitrophica;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae;g__Candidatus Velamenicoccus;s__Candidatus Velamenicoccus archaeovorus
p	Fusobacteria	d__Bacteria;p__Fusobacteria
c	Fusobacteriia	d__Bacteria;p__Fusobacteria;c__Fusobacteriia
o	Fusobacteriales	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales
f	Fusobacteriaceae	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae
g	Fusobacterium	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium
s	Fusobacterium nucleatum	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum
s1	Fusobacterium nucleatum subsp. animalis	na;na;na;na;na;na;na
s2	Fusobacterium nucleatum subsp. animalis 21_1A	na;na;na;na;na;na;na
s2	Fusobacterium nucleatum subsp. animalis 4_8	na;na;na;na;na;na;na
s2	Fusobacterium nucleatum subsp. animalis 7_1	na;na;na;na;na;na;na
s1	Fusobacterium nucleatum subsp. polymorphum	na;na;na;na;na;na;na
s1	Fusobacterium nucleatum subsp. vincentii	na;na;na;na;na;na;na
s1	Fusobacterium nucleatum subsp. nucleatum	na;na;na;na;na;na;na
s	Fusobacterium necrophorum	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium necrophorum
s1	Fusobacterium necrophorum subsp. funduliforme	na;na;na;na;na;na;na
s	Fusobacterium ulcerans	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium ulcerans
s1	Fusobacterium ulcerans ATCC 49185	na;na;na;na;na;na;na
s	Fusobacterium mortiferum	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium mortiferum
s1	Fusobacterium mortiferum ATCC 9817	na;na;na;na;na;na;na
s	Fusobacterium pseudoperiodonticum	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium pseudoperiodonticum
s	Fusobacterium varium	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium varium
s	Fusobacterium hwasookii	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium hwasookii
g1	unclassified Fusobacterium	na;na;na;na;na;na;na
s	Fusobacterium sp. NSJ-57	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium sp. NSJ-57
s	Fusobacterium gastrosuis	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium gastrosuis
s	Fusobacterium canifelinum	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium canifelinum
g	Cetobacterium	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium
s	Cetobacterium somerae	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium;s__Cetobacterium somerae
g	Ilyobacter	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Ilyobacter
s	Ilyobacter polytropus	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Ilyobacter;s__Ilyobacter polytropus
s1	Ilyobacter polytropus DSM 2926	na;na;na;na;na;na;na
f	Leptotrichiaceae	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae
g	Leptotrichia	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia
s	Leptotrichia wadei	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia wadei
g1	unclassified Leptotrichia	na;na;na;na;na;na;na
s	Leptotrichia sp. oral taxon 218	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia sp. oral taxon 218
s	Leptotrichia sp. oral taxon 498	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia sp. oral taxon 498
s	Leptotrichia sp. oral taxon 221	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia sp. oral taxon 221
s	Leptotrichia sp. oral taxon 212	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia sp. oral taxon 212
s	Leptotrichia buccalis	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia buccalis
s1	Leptotrichia buccalis C-1013-b	na;na;na;na;na;na;na
s	Leptotrichia trevisanii	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia trevisanii
s	Leptotrichia hongkongensis	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia hongkongensis
s	Leptotrichia hofstadii	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia hofstadii
g	Sebaldella	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sebaldella
s	Sebaldella termitidis	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sebaldella;s__Sebaldella termitidis
s1	Sebaldella termitidis ATCC 33386	na;na;na;na;na;na;na
g	Sneathia	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia
s	Sneathia vaginalis	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis
g	Pseudoleptotrichia	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Pseudoleptotrichia
s	Pseudoleptotrichia goodfellowii	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Pseudoleptotrichia;s__Pseudoleptotrichia goodfellowii
g	Streptobacillus	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus
s	Streptobacillus moniliformis	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus;s__Streptobacillus moniliformis
p	Spirochaetes	d__Bacteria;p__Spirochaetes
c	Spirochaetia	d__Bacteria;p__Spirochaetes;c__Spirochaetia
o	Spirochaetales	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales
f	Treponemataceae	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae
g	Treponema	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema
s	Treponema ruminis	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema ruminis
s	Treponema peruense	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema peruense
s	Treponema pedis	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema pedis
s1	Treponema pedis str. T A4	na;na;na;na;na;na;na
s	Treponema parvum	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema parvum
s	Treponema brennaborense	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema brennaborense
s1	Treponema brennaborense DSM 12168	na;na;na;na;na;na;na
s	Treponema medium	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema medium
s	Treponema phagedenis	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema phagedenis
s	Treponema denticola	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema denticola
g1	unclassified Treponema	na;na;na;na;na;na;na
s	Treponema sp. OMZ 838	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema sp. OMZ 838
s	Treponema sp. Marseille-Q4132	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema sp. Marseille-Q4132
s	Treponema azotonutricium	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema azotonutricium
s1	Treponema azotonutricium ZAS-9	na;na;na;na;na;na;na
s	Treponema vincentii	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema vincentii
s	Treponema succinifaciens	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema succinifaciens
s1	Treponema succinifaciens DSM 2489	na;na;na;na;na;na;na
s	Treponema putidum	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema putidum
s	Treponema primitia	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema primitia
s1	Treponema primitia ZAS-2	na;na;na;na;na;na;na
f	Borreliaceae	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae
g	Borrelia	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borrelia
g1	unclassified Borrelia	na;na;na;na;na;na;na
s	Borrelia sp. A-FGy1	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borrelia;s__Borrelia sp. A-FGy1
s	Borrelia sp. BU AG58	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borrelia;s__Borrelia sp. BU AG58
s	Borrelia parkeri	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borrelia;s__Borrelia parkeri
s1	Borrelia parkeri HR1	na;na;na;na;na;na;na
s	Borrelia anserina	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borrelia;s__Borrelia anserina
s	Borrelia puertoricensis	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borrelia;s__Borrelia puertoricensis
s	Borrelia crocidurae	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borrelia;s__Borrelia crocidurae
s1	Borrelia crocidurae str. Achema	na;na;na;na;na;na;na
g	Borreliella	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella
s	Borreliella valaisiana	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella valaisiana
s	Borreliella burgdorferi	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella burgdorferi
s	Borreliella finlandensis	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella finlandensis
s	Borreliella mayonii	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella mayonii
s	Borreliella garinii	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Borreliaceae;g__Borreliella;s__Borreliella garinii
s1	Borreliella garinii subsp. bavariensis	na;na;na;na;na;na;na
s2	Borrelia garinii subsp. bavariensis PBi	na;na;na;na;na;na;na
f	Sphaerochaetaceae	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Sphaerochaetaceae
g	Sphaerochaeta	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta
s	Sphaerochaeta globosa	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__Sphaerochaeta globosa
s1	Sphaerochaeta globosa str. Buddy	na;na;na;na;na;na;na
s	Sphaerochaeta pleomorpha	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__Sphaerochaeta pleomorpha
s1	Sphaerochaeta pleomorpha str. Grapes	na;na;na;na;na;na;na
s	Sphaerochaeta coccoides	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__Sphaerochaeta coccoides
s1	Sphaerochaeta coccoides DSM 17374	na;na;na;na;na;na;na
f	Spirochaetaceae	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae
g	Oceanispirochaeta	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Oceanispirochaeta
s	Oceanispirochaeta crateris	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Oceanispirochaeta;s__Oceanispirochaeta crateris
g	Spirochaeta	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta
s	Spirochaeta thermophila	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__Spirochaeta thermophila
o1	Spirochaetales incertae sedis	na;na;na;na;na;na;na
g	Breznakiella	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Breznakiella
s	Breznakiella homolactica	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Breznakiella;s__Breznakiella homolactica
o	Brachyspirales	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales
f	Brachyspiraceae	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae
g	Brachyspira	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira
s	Brachyspira hyodysenteriae	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira hyodysenteriae
s1	Brachyspira hyodysenteriae WA1	na;na;na;na;na;na;na
s	Brachyspira intermedia	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira intermedia
s1	Brachyspira intermedia PWS/A	na;na;na;na;na;na;na
s	Brachyspira hampsonii	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira hampsonii
s	Brachyspira murdochii	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira murdochii
s1	Brachyspira murdochii DSM 12563	na;na;na;na;na;na;na
o	Leptospirales	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales
f	Leptospiraceae	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae
g	Leptospira	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira
s	Leptospira weilii	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira weilii
s	Leptospira noguchii	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira noguchii
s	Leptospira borgpetersenii	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira borgpetersenii
s	Leptospira santarosai	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira santarosai
g	Turneriella	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Turneriella
s	Turneriella parva	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Turneriella;s__Turneriella parva
s1	Turneriella parva DSM 21527	na;na;na;na;na;na;na
d1	Bacteria incertae sedis	na;na;na;na;na;na;na
d2	Bacteria candidate phyla	na;na;na;na;na;na;na
p	Candidatus Saccharibacteria	d__Bacteria;p__Candidatus Saccharibacteria
c	Candidatus Saccharimonia	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Saccharimonia
o	Candidatus Nanosynbacterales	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Saccharimonia;o__Candidatus Nanosynbacterales
f	Candidatus Nanosynbacteraceae	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Saccharimonia;o__Candidatus Nanosynbacterales;f__Candidatus Nanosynbacteraceae
g	Candidatus Nanosynbacter	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Saccharimonia;o__Candidatus Nanosynbacterales;f__Candidatus Nanosynbacteraceae;g__Candidatus Nanosynbacter
g1	unclassified Nanosynbacter	na;na;na;na;na;na;na
s	Nanosynbacter sp. HMT-352	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Saccharimonia;o__Candidatus Nanosynbacterales;f__Candidatus Nanosynbacteraceae;g__Candidatus Nanosynbacter;s__Nanosynbacter sp. HMT-352
g1	unclassified Candidatus Nanosynbacter	na;na;na;na;na;na;na
s	Candidatus Nanosynbacter sp. HMT352	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Saccharimonia;o__Candidatus Nanosynbacterales;f__Candidatus Nanosynbacteraceae;g__Candidatus Nanosynbacter;s__Candidatus Nanosynbacter sp. HMT352
s	Candidatus Nanosynbacter lyticus	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Saccharimonia;o__Candidatus Nanosynbacterales;f__Candidatus Nanosynbacteraceae;g__Candidatus Nanosynbacter;s__Candidatus Nanosynbacter lyticus
s	Candidatus Nanosynbacter featherlites	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Saccharimonia;o__Candidatus Nanosynbacterales;f__Candidatus Nanosynbacteraceae;g__Candidatus Nanosynbacter;s__Candidatus Nanosynbacter featherlites
d3	Candidatus Dependentiae	na;na;na;na;na;na;na
c	Candidatus Babeliae	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Babeliae
o	Candidatus Babeliales	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Babeliae;o__Candidatus Babeliales
f	Candidatus Babeliaceae	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Babeliae;o__Candidatus Babeliales;f__Candidatus Babeliaceae
g	Candidatus Babela	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Babeliae;o__Candidatus Babeliales;f__Candidatus Babeliaceae;g__Candidatus Babela
s	Candidatus Babela massiliensis	d__Bacteria;p__Candidatus Saccharibacteria;c__Candidatus Babeliae;o__Candidatus Babeliales;f__Candidatus Babeliaceae;g__Candidatus Babela;s__Candidatus Babela massiliensis
p	Thermotogae	d__Bacteria;p__Thermotogae
c	Thermotogae	d__Bacteria;p__Thermotogae;c__Thermotogae
o	Thermotogales	d__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales
f	Thermotogaceae	d__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae
g	Thermotoga	d__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga
g1	unclassified Thermotoga	na;na;na;na;na;na;na
s	Thermotoga sp. RQ2	d__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga sp. RQ2
s	Thermotoga profunda	d__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga profunda
